"","X","X600435.SS.Open","X600435.SS.High","X600435.SS.Low","X600435.SS.Close","X600435.SS.Volume","X600435.SS.Adjusted","X600435.SS.Close.1","X600436.SS.Open","X600436.SS.High","X600436.SS.Low","X600436.SS.Close","X600436.SS.Volume","X600436.SS.Adjusted","X600436.SS.Close.1","X600438.SS.Open","X600438.SS.High","X600438.SS.Low","X600438.SS.Close","X600438.SS.Volume","X600438.SS.Adjusted","X600438.SS.Close.1","X600439.SS.Open","X600439.SS.High","X600439.SS.Low","X600439.SS.Close","X600439.SS.Volume","X600439.SS.Adjusted","X600439.SS.Close.1","X600444.SS.Open","X600444.SS.High","X600444.SS.Low","X600444.SS.Close","X600444.SS.Volume","X600444.SS.Adjusted","X600444.SS.Close.1","X600446.SS.Open","X600446.SS.High","X600446.SS.Low","X600446.SS.Close","X600446.SS.Volume","X600446.SS.Adjusted","X600446.SS.Close.1","X600448.SS.Open","X600448.SS.High","X600448.SS.Low","X600448.SS.Close","X600448.SS.Volume","X600448.SS.Adjusted","X600448.SS.Close.1","X600449.SS.Open","X600449.SS.High","X600449.SS.Low","X600449.SS.Close","X600449.SS.Volume","X600449.SS.Adjusted","X600449.SS.Close.1","X600452.SS.Open","X600452.SS.High","X600452.SS.Low","X600452.SS.Close","X600452.SS.Volume","X600452.SS.Adjusted","X600452.SS.Close.1","X600456.SS.Open","X600456.SS.High","X600456.SS.Low","X600456.SS.Close","X600456.SS.Volume","X600456.SS.Adjusted","X600456.SS.Close.1","X600458.SS.Open","X600458.SS.High","X600458.SS.Low","X600458.SS.Close","X600458.SS.Volume","X600458.SS.Adjusted","X600458.SS.Close.1","X600459.SS.Open","X600459.SS.High","X600459.SS.Low","X600459.SS.Close","X600459.SS.Volume","X600459.SS.Adjusted","X600459.SS.Close.1","X600460.SS.Open","X600460.SS.High","X600460.SS.Low","X600460.SS.Close","X600460.SS.Volume","X600460.SS.Adjusted","X600460.SS.Close.1","X600461.SS.Open","X600461.SS.High","X600461.SS.Low","X600461.SS.Close","X600461.SS.Volume","X600461.SS.Adjusted","X600461.SS.Close.1","X600462.SS.Open","X600462.SS.High","X600462.SS.Low","X600462.SS.Close","X600462.SS.Volume","X600462.SS.Adjusted","X600462.SS.Close.1","X600463.SS.Open","X600463.SS.High","X600463.SS.Low","X600463.SS.Close","X600463.SS.Volume","X600463.SS.Adjusted","X600463.SS.Close.1","X600466.SS.Open","X600466.SS.High","X600466.SS.Low","X600466.SS.Close","X600466.SS.Volume","X600466.SS.Adjusted","X600466.SS.Close.1","X600468.SS.Open","X600468.SS.High","X600468.SS.Low","X600468.SS.Close","X600468.SS.Volume","X600468.SS.Adjusted","X600467.SS.Open","X600467.SS.High","X600467.SS.Low","X600467.SS.Close","X600467.SS.Volume","X600467.SS.Adjusted","X600467.SS.Close.1","X600468.SS.Close.1","X600469.SS.Open","X600469.SS.High","X600469.SS.Low","X600469.SS.Close","X600469.SS.Volume","X600469.SS.Adjusted","X600469.SS.Close.1","X600470.SS.Open","X600470.SS.High","X600470.SS.Low","X600470.SS.Close","X600470.SS.Volume","X600470.SS.Adjusted","X600470.SS.Close.1","X600475.SS.Open","X600475.SS.High","X600475.SS.Low","X600475.SS.Close","X600475.SS.Volume","X600475.SS.Adjusted","X600475.SS.Close.1","X600476.SS.Open","X600476.SS.High","X600476.SS.Low","X600476.SS.Close","X600476.SS.Volume","X600476.SS.Adjusted","X600476.SS.Close.1","X600477.SS.Open","X600477.SS.High","X600477.SS.Low","X600477.SS.Close","X600477.SS.Volume","X600477.SS.Adjusted","X600477.SS.Close.1"
"16",2018-03-19,10.22,10.36,10.21,10.27,8943791,10.242482,-0.000462413936326733,NA,NA,NA,NA,NA,NA,NA,10.07,10.16,9.86,10.04,14121593,9.898741,-0.0422568765895612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.48,12.48,12.16,12.29,9448922,11.123518,0.0172941992089353,16.724501,17.091801,16.7092,17,554895,16.717182,0.0239380958708921,NA,NA,NA,NA,NA,NA,NA,8.46,8.59,8.43,8.54,2243100,8.413451,0.0293741128388882,14.1044,14.1188,13.7881,13.9678,3552627,13.727587,-0.0171823130694367,15.85,16.469999,15.8,15.9,84832634,15.808573,-0.0284479993617199,6.16,6.27,6.15,6.24,2157492,6.071886,0.00353482700630636,4.7,4.7,4.7,4.7,0,4.7,0.0954972956511594,10.3,10.42,10.18,10.37,1476826,10.333046,-0.0331520506593982,7.38571,7.38571,7.09286,7.26429,31040513,6.90106,0.0413136364422911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17,5.3,5.15,5.2,4346828,5.126796,-0.0222758849327516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2018-03-20,10.17,10.5,10.02,10.35,15355818,10.322268,0.0073272647394278,NA,NA,NA,NA,NA,NA,NA,9.97,10.15,9.86,10.12,16234109,9.977615,-0.0342887490995214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.19,12.44,12.08,12.39,7949465,11.214026,0.0254308957101559,16.989799,17.3622,16.908199,17.0408,942305,16.757301,0.0263380958708921,NA,NA,NA,NA,NA,NA,NA,8.52,8.65,8.36,8.64,3424830,8.51197,0.0410837147124248,13.8456,14.0038,13.8025,13.975,2519336,13.734664,-0.016666841771165,15.59,15.83,15.32,15.73,69406511,15.639551,-0.039139823261091,6.22,6.23,6.17,6.23,1481625,6.062155,0.00193226290374227,6.25,6.25,5.8,5.96,108862998,5.96,0.363582402034138,10.29,10.35,10.15,10.33,2077748,10.293188,-0.037009331276563,7.15,7.25,7.08571,7.13571,23951904,6.778909,0.0236133518996862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14,5.2,5.08,5.19,3372790,5.116937,-0.0241989618558285,5.41,5.53,5.4,5.52,6500529,5.52,0.0187625223686674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2018-03-20,10.17,10.5,10.02,10.35,15355818,10.322268,0.0073272647394278,NA,NA,NA,NA,NA,NA,NA,9.97,10.15,9.86,10.12,16234109,9.977615,-0.0342887490995214,5.79,5.79,5.55,5.76,19810466,5.621006,-0.0328593970557193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2018-03-21,10.36,10.7,10.29,10.48,33507470,10.451918,0.0198876512128578,NA,NA,NA,NA,NA,NA,NA,10.24,11.13,10.2,10.88,78108715,10.726923,0.0408100651297278,5.71,5.91,5.68,5.87,18370045,5.728352,-0.013762174833497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2018-03-21,10.36,10.7,10.29,10.48,33507470,10.451918,0.0198876512128578,NA,NA,NA,NA,NA,NA,NA,10.24,11.13,10.2,10.88,78108715,10.726923,0.0408100651297278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,12.64,12.14,12.24,10368681,11.078264,0.0133243581798895,17.0408,17.2959,17.015301,17.193899,902632,16.907854,0.0353223571731782,NA,NA,NA,NA,NA,NA,NA,8.6,8.76,8.52,8.53,4081078,8.403599,0.0283522332309432,13.9966,14.1979,13.8816,14.011,3917218,13.770044,-0.0140908131486247,15.84,16.15,15.61,15.69,72751845,15.599781,-0.0416827348949118,6.23,6.5,6.21,6.3,7322746,6.13027,0.0131682179599218,5.79,6.56,5.73,6.56,119455795,6.56,0.464253542973735,10.33,10.83,10.33,10.59,5160409,10.552263,-0.0118399217896318,7.12857,7.22857,6.95,7.08571,34846987,6.731409,0.0166063406842639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23,5.24,5.13,5.14,3019280,5.067641,-0.033832873223844,5.5,5.62,5.43,5.44,7115595,5.44,0.00426976874547913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2018-03-22,10.46,10.56,10.25,10.39,18002741,10.36216,0.0112998649533159,NA,NA,NA,NA,NA,NA,NA,11.08,11.17,10.61,10.76,37478508,10.608611,0.0297806533650219,5.82,5.98,5.82,5.97,15138032,5.825939,0.00327360029427137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2018-03-22,10.46,10.56,10.25,10.39,18002741,10.36216,0.0112998649533159,NA,NA,NA,NA,NA,NA,NA,11.08,11.17,10.61,10.76,37478508,10.608611,0.0297806533650219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.24,12.47,12.2,12.23,9130962,11.069212,0.0125073647158372,17.193899,18.2041,17.0765,17.775499,2240183,17.479778,0.0691483090413381,NA,NA,NA,NA,NA,NA,NA,8.5,8.62,8.43,8.56,3183830,8.433154,0.0318692320586103,14.011,14.011,13.2777,13.2849,10241994,13.056431,-0.0659143803458269,15.8,16.02,15.37,15.59,63818394,15.500357,-0.0480562211919162,6.27,6.32,6.21,6.25,3066001,6.081616,0.00523171002341394,6.39,6.56,5.95,6,99064768,6,0.378887689315199,10.49,10.87,10.48,10.8,4649900,10.761515,0.00799010653898014,7.01429,7.06428,6.78571,6.97143,26663749,6.622843,0.000478105122831085,4.35714,4.51429,4.31428,4.45714,5021641,4.434371,NA,NA,NA,NA,NA,NA,NA,0.140854804247487,5.14,5.28,5.11,5.22,3229221,5.146514,-0.0182686708892137,5.46,5.49,5.38,5.44,5100185,5.44,0.00426976874547913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2018-03-23,10.01,10.28,9.56,9.76,27791776,9.733848,-0.0493353612257025,NA,NA,NA,NA,NA,NA,NA,10.45,10.64,9.99,10.29,37757528,10.145224,-0.0138996440327477,5.89,5.89,5.54,5.78,18793047,5.640524,-0.0285521953506197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2018-03-23,10.01,10.28,9.56,9.76,27791776,9.733848,-0.0493353612257025,NA,NA,NA,NA,NA,NA,NA,10.45,10.64,9.99,10.29,37757528,10.145224,-0.0138996440327477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.65,11.86,11.02,11.21,14978101,10.146024,-0.0708941070748413,17.3622,17.7041,16.6122,16.8265,2245736,16.546568,0.0157602719460082,NA,NA,NA,NA,NA,NA,NA,8.36,8.36,7.81,7.91,6880666,7.792786,-0.0440653473806422,12.7673,12.8536,12.1706,12.4294,9094638,12.215645,-0.130310800341461,14.8,15.21,14.03,14.03,92514963,13.949327,-0.148120364873764,6.19,6.23,6,6.05,5500164,5.887005,-0.0267682899765861,5.5,5.69,5.4,5.4,63365861,5.4,0.278887689315199,10.47,10.6,9.83,10.16,3233401,10.123795,-0.0512691527202792,6.57143,7,6.57143,6.97143,47889241,6.622843,0.000478105122831085,4.35714,4.42143,4.14286,4.27857,6796867,4.256714,NA,NA,NA,NA,NA,NA,NA,0.100790996514277,5.07,5.07,4.7,4.7,6277667,4.633835,-0.117885529126762,5.33,5.36,5.07,5.12,8851450,5.12,-0.0545537606662856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45513,5.58974,5.26282,5.30128,28556344,4.93475,-0.0903894672241663
"25",2018-03-26,9.77,10.74,9.77,10.74,66203845,10.711222,0.0510744748398714,83,86.93,82.129997,86.32,7956811,85.543037,0.171693959535183,10.08,10.49,10.02,10.4,31272621,10.253675,-0.00320965375092053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11.35,10.87,11.26,7570754,10.191278,-0.066433803774217,16.658199,17.1224,16.3316,17.0459,1186066,16.762318,0.028799228354055,NA,NA,NA,NA,NA,NA,NA,7.85,7.94,7.6,7.93,4242724,7.81249,-0.0415369023743212,12.221,12.7242,12.1634,12.6738,4419394,12.455841,-0.110647743395832,13.68,15.11,13.68,15.02,88100170,14.933635,-0.077557285757584,6,6.12,5.97,6.12,2648505,5.955119,-0.0151980420427017,5.08,5.33,5.02,5.26,40335783,5.26,0.252961763389273,10.03,10.39,9.8,10.29,1952306,10.253331,-0.0384738771297281,6.80714,6.93571,6.57143,6.7,32315581,6.364985,-0.0384565180463035,4.19286,4.4,4.18571,4.32143,4981215,4.299355,NA,NA,NA,NA,NA,NA,NA,0.110808362129424,4.65,4.79,4.54,4.78,2936544,4.712709,-0.100864252531017,5.09,5.21,5.02,5.2,4927789,5.2,-0.0389287606662856,NA,NA,NA,NA,NA,NA,NA,13.98,14.69,13.3,14.65,3130255,14.65,0.0712012257587332,5.24359,5.44231,5.19872,5.42308,18493653,5.048128,-0.0674138839688017
"26",2018-03-26,9.77,10.74,9.77,10.74,66203845,10.711222,0.0510744748398714,83,86.93,82.129997,86.32,7956811,85.543037,0.171693959535183,10.08,10.49,10.02,10.4,31272621,10.253675,-0.00320965375092053,5.68,5.92,5.54,5.86,13022702,5.718594,-0.0147113649007927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2018-03-27,10.82,11.05,10.6,11,76105911,10.970525,0.0752830409478787,86.620003,88.550003,84.959999,85.769997,7740622,84.997978,0.165322284372996,10.55,10.74,10.43,10.68,30257595,10.529737,0.0237134231721563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33,4.42,4.33,4.39,2580925,4.39,-0.0223674743022754,11.42,11.56,11.35,11.44,7481615,10.354194,-0.0504480133656914,17.193899,17.933701,17.193899,17.653099,2272032,17.359415,0.0644206387811959,NA,NA,NA,NA,NA,NA,NA,8.03,8.2,8,8.18,3614869,8.058786,-0.0100110511763388,12.7889,13.0333,12.7817,13.0189,5246196,12.795007,-0.0834183410066514,15.4,15.66,15.02,15.59,101247342,15.500357,-0.0396078849586493,6.12,6.3,6.12,6.24,2209741,6.071886,0.00440980109455313,5.38,5.56,5.21,5.4,43170444,5.4,0.279577732971022,10.31,10.58,10.31,10.5,2183605,10.462584,-0.0180657138644219,6.81428,6.92143,6.73571,6.83571,27276695,6.49391,-0.0182012941657066,4.36428,4.44286,4.35714,4.39286,5064640,4.37042,NA,NA,NA,NA,NA,NA,NA,0.127337612863556,4.8,4.92,4.76,4.87,2990816,4.801442,-0.0820358006481716,5.24,5.32,5.22,5.29,4706535,5.29,-0.0216210683585933,NA,NA,NA,NA,NA,NA,NA,14.73,15.45,14.73,15.22,3109233,15.22,0.110109075588085,5.53205,5.5641,5.46154,5.52564,14963852,5.143598,-0.0485021216492341
"28",2018-03-27,10.82,11.05,10.6,11,76105911,10.970525,0.0752830409478787,86.620003,88.550003,84.959999,85.769997,7740622,84.997978,0.165322284372996,10.55,10.74,10.43,10.68,30257595,10.529737,0.0237134231721563,5.92,6.14,5.9,6.04,31172054,5.89425,0.0160053586486953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2018-03-28,10.76,10.97,10.71,10.72,39619622,10.691276,0.0498284954933333,84.980003,87.449997,84.080002,85.660004,5095069,84.888977,0.164039866233235,10.49,10.55,10.25,10.31,31454804,10.164943,-0.0109307715843979,5.97,6.12,5.92,6.02,24120795,5.874732,0.0126941003705495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2018-03-28,10.76,10.97,10.71,10.72,39619622,10.691276,0.0498284954933333,84.980003,87.449997,84.080002,85.660004,5095069,84.888977,0.164039866233235,10.49,10.55,10.25,10.31,31454804,10.164943,-0.0109307715843979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.34,4.38,4.28,4.31,2623031,4.31,-0.0405907089264211,11.23,11.49,11.12,11.23,5851888,10.164125,-0.0688046567223347,17.5,18.0765,17.351999,17.765301,1607396,17.469749,0.0707765766253103,NA,NA,NA,NA,NA,NA,NA,8.2,8.24,8.1,8.2,2356161,8.078488,-0.00756606340127786,12.9111,13.1196,12.832,13.0405,4253292,12.816235,-0.0817592146595714,15.27,15.39,15.03,15.08,67567388,14.993289,-0.0723211627007917,6.2,6.29,6.18,6.25,1590453,6.081616,0.00601236519711723,5.23,5.34,5.1,5.11,34049438,5.11,0.225874029267318,10.48,10.8,10.43,10.59,4277906,10.552263,-0.00949428529299345,6.71428,6.95,6.66429,6.80714,24259585,6.466768,-0.0223808161173399,4.37857,4.37857,4.28571,4.3,4135524,4.278035,NA,NA,NA,NA,NA,NA,NA,0.106198764823782,4.75,4.86,4.7,4.76,3290950,4.692991,-0.104623069642012,5.26,5.27,5.18,5.21,4241937,5.21,-0.0367439417045291,NA,NA,NA,NA,NA,NA,NA,15,16.32,14.81,15.92,4595048,15.92,0.156101191225404,5.4359,5.60897,5.39103,5.51923,16725349,5.13763,-0.0496621682682682
"31",2018-03-29,10.78,11.1,10.71,11,40458880,10.970525,0.075947898478408,85.720001,86.790001,81.160004,81.199997,10402909,80.469116,0.111973478283966,10.4,10.49,10.16,10.42,16292433,10.273395,-0.000261518432118746,5.98,6.26,5.87,6.16,48042533,6.011354,0.0359499143240379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2018-03-29,10.78,11.1,10.71,11,40458880,10.970525,0.075947898478408,85.720001,86.790001,81.160004,81.199997,10402909,80.469116,0.111973478283966,10.4,10.49,10.16,10.42,16292433,10.273395,-0.000261518432118746,NA,NA,NA,NA,NA,NA,NA,14.16,14.55,14.16,14.48,1115100,14.09407,0.0612520198276133,NA,NA,NA,NA,NA,NA,NA,4.34,4.39,4.32,4.37,2695737,4.37,-0.0266695952373258,11.26,11.64,11.23,11.59,9535904,10.489957,-0.0367476665175263,17.8571,19.4184,17.8571,18.4286,3207900,18.122013,0.108113349022243,NA,NA,NA,NA,NA,NA,NA,8.22,8.35,8.22,8.29,2359859,8.167154,0.00340954635481971,13.1267,13.328,13.0117,13.2058,4231958,12.978692,-0.0690833203303662,15.12,15.34,14.4,14.88,62525803,14.794439,-0.0855837621702876,6.23,6.28,6.21,6.27,1390515,6.101078,0.0092123651971171,5.17,5.31,5.11,5.22,24889906,5.22,0.247400448054011,10.67,10.76,10.46,10.71,3217202,10.671835,0.00183715946621354,6.86428,7.22857,6.71428,7.13571,47612481,6.778909,0.0258876196721399,4.34286,4.36428,4.28571,4.35,3377241,4.327779,NA,NA,NA,NA,NA,NA,NA,0.117826671800526,4.77,4.86,4.75,4.82,2363502,4.752146,-0.0920180276252046,5.21,5.28,5.2,5.26,3200460,5.26,-0.0271470127218035,NA,NA,NA,NA,NA,NA,NA,15.8,15.96,15.55,15.89,3238638,15.89,0.154216769114851,5.61538,5.64103,5.44872,5.60897,18515257,5.221166,-0.0334026538070119
